Sample in Buffer,Sample in Window,TRIGGER,openaars_virtual_top/tg68_ddraddr[25:1],openaars_virtual_top/tg68_cpustate_2[1:0],openaars_virtual_top/tg68_ddrcs,openaars_virtual_top/tg68_cpustate[6:3],openaars_virtual_top/tg68_cuds,openaars_virtual_top/tg68_clds,openaars_virtual_top/tg68_cin[15:0],openaars_virtual_top/tg68_ddrout[15:0],openaars_virtual_top/tg68_ddrena,openaars_virtual_top/tg68_ddrready,openaars_virtual_top/ddr3_dbg_req_rd,openaars_virtual_top/ddr3_dbg_req_be[15:0],openaars_virtual_top/ddr3_dbg_req_addr[31:0],openaars_virtual_top/ddr3_dbg_req_wdata[127:0],openaars_virtual_top/ddr3_dbg_resp_rdata[127:0],openaars_virtual_top/ddr3_dbg_ack_tgl,openaars_virtual_top/ddr3_dbg_bstate[1:0],openaars_virtual_top/ddr3_dbg_sdr_read_req,openaars_virtual_top/ddr3_dbg_sdr_read_ack,openaars_virtual_top/ddr3_dbg_sdr_dat_r[15:0],openaars_virtual_top/ddr3_dbg_sdr_write_req,openaars_virtual_top/ddr3_dbg_sdr_write_ack,openaars_virtual_top/ddr3_dbg_sdr_adr[25:1],openaars_virtual_top/ddr3_dbg_sdr_dat_w[31:0],openaars_virtual_top/ddr3_dbg_sdr_dqm_w[3:0],openaars_virtual_top/g_ddr3_fastram_ila.ddr3_dbg_cdc_state[3:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX
3434,3434,0,001c9f7,1,1,4,1,1,0411,0411,0,1,1,0000,00e92ce0,00000000000000000000000000000000,04110411041104120422032203220222,0,"B_IDLE",0,0,0411,0,0,07241d9,acc4acc4,c,8
3435,3435,0,001c9f7,1,1,3,1,1,0411,0411,0,1,1,0000,00e92ce0,00000000000000000000000000000000,04110411041104120422032203220222,0,"B_IDLE",0,0,0411,0,0,07241d9,acc4acc4,c,8
3436,3436,0,001c9f7,1,1,3,1,1,0411,0411,0,1,1,0000,00e92ce0,00000000000000000000000000000000,04110411041104120422032203220222,0,"B_IDLE",0,0,0411,0,0,07241d9,acc4acc4,c,8
3437,3437,0,001c9f7,1,1,1,1,1,0411,0411,0,1,1,0000,00e92ce0,00000000000000000000000000000000,04110411041104120422032203220222,0,"B_IDLE",0,0,0411,0,0,07241d9,acc4acc4,c,8
3438,3438,0,001c9f7,1,1,4,1,1,0411,0411,0,1,1,0000,00e92ce0,00000000000000000000000000000000,04110411041104120422032203220222,0,"B_IDLE",0,0,0411,0,0,07241d9,acc4acc4,c,8
3439,3439,0,001c9f7,1,1,3,1,1,0411,0411,0,1,1,0000,00e92ce0,00000000000000000000000000000000,04110411041104120422032203220222,0,"B_IDLE",0,0,0411,0,0,07241d9,acc4acc4,c,8
3440,3440,0,001c9f7,1,1,3,1,1,0411,0411,0,1,1,0000,00e92ce0,00000000000000000000000000000000,04110411041104120422032203220222,0,"B_IDLE",0,0,0411,0,0,07241d9,acc4acc4,c,8
3441,3441,0,001c9f7,1,1,1,1,1,0411,0411,0,1,1,0000,00e92ce0,00000000000000000000000000000000,04110411041104120422032203220222,0,"B_IDLE",0,0,0411,0,0,07241d9,acc4acc4,c,8
3442,3442,0,001c9f7,1,1,4,1,1,0411,0411,0,1,1,0000,00e92ce0,00000000000000000000000000000000,04110411041104120422032203220222,0,"B_IDLE",0,0,0411,0,0,07241d9,acc4acc4,c,8
3443,3443,0,001c9f7,1,1,3,1,1,0411,0411,0,1,1,0000,00e92ce0,00000000000000000000000000000000,04110411041104120422032203220222,0,"B_IDLE",0,0,0411,0,0,07241d9,acc4acc4,c,8
3444,3444,0,001c9f7,1,1,3,1,1,0411,0411,0,1,1,0000,00e92ce0,00000000000000000000000000000000,04110411041104120422032203220222,0,"B_IDLE",0,0,0411,0,0,07241d9,acc4acc4,c,8
3445,3445,0,001c9f7,1,1,1,1,1,0411,0411,0,1,1,0000,00e92ce0,00000000000000000000000000000000,04110411041104120422032203220222,0,"B_IDLE",0,0,0411,0,0,07241d9,acc4acc4,c,8
3446,3446,0,001c9f7,1,1,4,1,1,0411,0411,0,1,1,0000,00e92ce0,00000000000000000000000000000000,04110411041104120422032203220222,0,"B_IDLE",0,0,0411,0,0,07241d9,acc4acc4,c,8
3447,3447,0,001c9f7,1,1,3,1,1,0411,0411,0,1,1,0000,00e92ce0,00000000000000000000000000000000,04110411041104120422032203220222,0,"B_IDLE",0,0,0411,0,0,07241d9,acc4acc4,c,8
3448,3448,0,001c9f7,1,1,3,1,1,0411,0411,0,1,1,0000,00e92ce0,00000000000000000000000000000000,04110411041104120422032203220222,0,"B_IDLE",0,0,0411,0,0,07241d9,acc4acc4,c,8
3449,3449,0,001c9f7,1,1,1,1,1,0411,0411,0,1,1,0000,00e92ce0,00000000000000000000000000000000,04110411041104120422032203220222,0,"B_IDLE",0,0,0411,0,0,07241d9,acc4acc4,c,8
3450,3450,0,001c9f7,1,1,4,1,1,0411,0411,0,1,1,0000,00e92ce0,00000000000000000000000000000000,04110411041104120422032203220222,0,"B_IDLE",0,0,0411,0,0,07241d9,acc4acc4,c,8
3451,3451,0,001c9f7,1,1,3,1,1,0411,0411,0,1,1,0000,00e92ce0,00000000000000000000000000000000,04110411041104120422032203220222,0,"B_IDLE",0,0,0411,0,0,07241d9,acc4acc4,c,8
3452,3452,0,001c9f7,1,1,3,1,1,0411,0411,0,1,1,0000,00e92ce0,00000000000000000000000000000000,04110411041104120422032203220222,0,"B_IDLE",0,0,0411,0,0,07241d9,acc4acc4,c,8
3453,3453,0,001c9f7,1,1,1,1,1,0411,0411,0,1,1,0000,00e92ce0,00000000000000000000000000000000,04110411041104120422032203220222,0,"B_IDLE",0,0,0411,0,0,07241d9,acc4acc4,c,8
3454,3454,0,001c9f7,1,1,4,1,1,0411,0411,0,1,1,0000,00e92ce0,00000000000000000000000000000000,04110411041104120422032203220222,0,"B_IDLE",0,0,0411,0,0,07241d9,acc4acc4,c,8
3455,3455,0,001c9f7,1,1,3,1,1,0411,0411,0,1,1,0000,00e92ce0,00000000000000000000000000000000,04110411041104120422032203220222,0,"B_IDLE",0,0,0411,0,0,07241d9,acc4acc4,c,8
3456,3456,0,001c9f7,1,1,3,1,1,0411,0411,0,1,1,0000,00e92ce0,00000000000000000000000000000000,04110411041104120422032203220222,0,"B_IDLE",0,0,0411,0,0,07241d9,acc4acc4,c,8
3457,3457,0,001c9f7,1,1,1,1,1,0411,0411,0,1,1,0000,00e92ce0,00000000000000000000000000000000,04110411041104120422032203220222,0,"B_IDLE",0,0,0411,0,0,07241d9,acc4acc4,c,8
3458,3458,0,001c9f7,1,1,4,1,1,0411,0411,0,1,1,0000,00e92ce0,00000000000000000000000000000000,04110411041104120422032203220222,0,"B_IDLE",0,0,0411,0,0,07241d9,acc4acc4,c,8
3459,3459,0,001c9f7,1,1,3,1,1,0411,0411,0,1,1,0000,00e92ce0,00000000000000000000000000000000,04110411041104120422032203220222,0,"B_IDLE",0,0,0411,0,0,07241d9,acc4acc4,c,8
3460,3460,0,001c9f7,1,1,3,1,1,0411,0411,0,1,1,0000,00e92ce0,00000000000000000000000000000000,04110411041104120422032203220222,0,"B_IDLE",0,0,0411,0,0,07241d9,acc4acc4,c,8
3461,3461,0,001c9f7,1,1,1,1,1,0411,0411,0,1,1,0000,00e92ce0,00000000000000000000000000000000,04110411041104120422032203220222,0,"B_IDLE",0,0,0411,0,0,07241d9,acc4acc4,c,8
3462,3462,0,001c9f7,1,1,4,1,1,0411,0411,0,1,1,0000,00e92ce0,00000000000000000000000000000000,04110411041104120422032203220222,0,"B_IDLE",0,0,0411,0,0,07241d9,acc4acc4,c,8
3463,3463,0,001c9f7,1,1,3,1,1,0411,0411,0,1,1,0000,00e92ce0,00000000000000000000000000000000,04110411041104120422032203220222,0,"B_IDLE",0,0,0411,0,0,07241d9,acc4acc4,c,8
3464,3464,0,001c9f7,1,1,3,1,1,0411,0411,0,1,1,0000,00e92ce0,00000000000000000000000000000000,04110411041104120422032203220222,0,"B_IDLE",0,0,0411,0,0,07241d9,acc4acc4,c,8
3465,3465,0,001c9f7,1,1,1,1,1,0411,0411,0,1,1,0000,00e92ce0,00000000000000000000000000000000,04110411041104120422032203220222,0,"B_IDLE",0,0,0411,0,0,07241d9,acc4acc4,c,8
3466,3466,0,001c9f7,1,1,4,1,1,0411,0411,0,1,1,0000,00e92ce0,00000000000000000000000000000000,04110411041104120422032203220222,0,"B_IDLE",0,0,0411,0,0,07241d9,acc4acc4,c,8
3467,3467,0,001c9f7,1,1,3,1,1,0411,0411,0,1,1,0000,00e92ce0,00000000000000000000000000000000,04110411041104120422032203220222,0,"B_IDLE",0,0,0411,0,0,07241d9,acc4acc4,c,8
3468,3468,0,001c9f7,1,1,3,1,1,0411,0411,0,1,1,0000,00e92ce0,00000000000000000000000000000000,04110411041104120422032203220222,0,"B_IDLE",0,0,0411,0,0,07241d9,acc4acc4,c,8
3469,3469,0,001c9f7,1,1,1,1,1,0411,0411,0,1,1,0000,00e92ce0,00000000000000000000000000000000,04110411041104120422032203220222,0,"B_IDLE",0,0,0411,0,0,07241d9,acc4acc4,c,8
3470,3470,0,001c9f7,1,1,4,1,1,0411,0411,0,1,1,0000,00e92ce0,00000000000000000000000000000000,04110411041104120422032203220222,0,"B_IDLE",0,0,0411,0,0,07241d9,acc4acc4,c,8
3471,3471,0,001c9f7,1,1,3,1,1,0411,0411,0,1,1,0000,00e92ce0,00000000000000000000000000000000,04110411041104120422032203220222,0,"B_IDLE",0,0,0411,0,0,07241d9,acc4acc4,c,8
3472,3472,0,001c9f7,1,1,3,1,1,0411,0411,0,1,1,0000,00e92ce0,00000000000000000000000000000000,04110411041104120422032203220222,0,"B_IDLE",0,0,0411,0,0,07241d9,acc4acc4,c,8
3473,3473,0,001c9f7,1,1,1,1,1,0411,0411,0,1,1,0000,00e92ce0,00000000000000000000000000000000,04110411041104120422032203220222,0,"B_IDLE",0,0,0411,0,0,07241d9,acc4acc4,c,8
3474,3474,0,001c9f7,1,1,4,1,1,0411,0411,0,1,1,0000,00e92ce0,00000000000000000000000000000000,04110411041104120422032203220222,0,"B_IDLE",0,0,0411,0,0,07241d9,acc4acc4,c,8
3475,3475,0,001c9f7,1,1,3,1,1,0411,0411,0,1,1,0000,00e92ce0,00000000000000000000000000000000,04110411041104120422032203220222,0,"B_IDLE",0,0,0411,0,0,07241d9,acc4acc4,c,8
3476,3476,0,001c9f7,1,1,3,1,1,0411,0411,0,1,1,0000,00e92ce0,00000000000000000000000000000000,04110411041104120422032203220222,0,"B_IDLE",0,0,0411,0,0,07241d9,acc4acc4,c,8
3477,3477,0,001c9f7,1,1,1,1,1,0411,0411,0,1,1,0000,00e92ce0,00000000000000000000000000000000,04110411041104120422032203220222,0,"B_IDLE",0,0,0411,0,0,07241d9,acc4acc4,c,8
3478,3478,0,001c9f7,1,1,4,1,1,0411,0411,0,1,1,0000,00e92ce0,00000000000000000000000000000000,04110411041104120422032203220222,0,"B_IDLE",0,0,0411,0,0,07241d9,acc4acc4,c,8
3479,3479,0,07496ca,2,1,3,0,0,0411,0411,0,1,1,0000,00e92ce0,00000000000000000000000000000000,04110411041104120422032203220222,0,"B_IDLE",0,0,0411,0,0,07241d9,acc4acc4,c,8
3480,3480,0,07496ca,2,1,3,0,0,0411,0322,0,1,1,0000,00e92ce0,00000000000000000000000000000000,04110411041104120422032203220222,0,"B_IDLE",0,0,0411,0,0,07241d9,acc4acc4,c,8
3481,3481,0,07496ca,2,1,1,0,0,0411,0322,0,1,1,0000,00e92ce0,00000000000000000000000000000000,04110411041104120422032203220222,0,"B_IDLE",0,0,0411,0,0,07241d9,acc4acc4,c,8
3482,3482,0,07496ca,2,0,0,0,0,0411,0322,0,1,1,0000,00e92ce0,00000000000000000000000000000000,04110411041104120422032203220222,0,"B_IDLE",0,0,0411,0,0,07241d9,acc4acc4,c,8
3483,3483,0,07496ca,2,0,0,0,0,0411,0322,0,1,1,0000,00e92ce0,00000000000000000000000000000000,04110411041104120422032203220222,0,"B_IDLE",0,0,0411,0,0,07241d9,acc4acc4,c,8
3484,3484,0,07496ca,2,0,0,0,0,0411,0322,0,1,1,0000,00e92ce0,00000000000000000000000000000000,04110411041104120422032203220222,0,"B_IDLE",0,0,0411,0,0,07241d9,acc4acc4,c,8
3485,3485,0,07496ca,2,0,0,0,0,0411,0456,1,1,1,0000,00e92ce0,00000000000000000000000000000000,04110411041104120422032203220222,0,"B_IDLE",0,0,0411,0,0,07241d9,acc4acc4,c,8
3486,3486,0,07496ca,2,0,4,0,0,0411,0456,1,1,1,0000,00e92ce0,00000000000000000000000000000000,04110411041104120422032203220222,0,"B_IDLE",0,0,0411,0,0,07241d9,acc4acc4,c,8
3487,3487,0,07496ca,1,1,3,1,1,0411,0456,1,1,1,0000,00e92ce0,00000000000000000000000000000000,04110411041104120422032203220222,0,"B_IDLE",0,0,0411,0,0,07241d9,acc4acc4,c,8
3488,3488,0,07496ca,1,1,3,1,1,0411,0456,0,1,1,0000,00e92ce0,00000000000000000000000000000000,04110411041104120422032203220222,0,"B_IDLE",0,0,0411,0,0,07241d9,acc4acc4,c,8
3489,3489,0,07496ca,1,1,1,1,1,0411,0456,0,1,1,0000,00e92ce0,00000000000000000000000000000000,04110411041104120422032203220222,0,"B_IDLE",0,0,0411,0,0,07241d9,acc4acc4,c,8
3490,3490,0,07496ca,1,1,4,1,1,0411,0456,0,1,1,0000,00e92ce0,00000000000000000000000000000000,04110411041104120422032203220222,0,"B_IDLE",0,0,0411,0,0,07241d9,acc4acc4,c,8
3491,3491,0,07496ca,1,1,3,1,1,0411,0456,0,1,1,0000,00e92ce0,00000000000000000000000000000000,04110411041104120422032203220222,0,"B_IDLE",0,0,0411,0,0,07241d9,acc4acc4,c,8
3492,3492,0,07496ca,1,1,3,1,1,0411,0456,0,1,1,0000,00e92ce0,00000000000000000000000000000000,04110411041104120422032203220222,0,"B_IDLE",0,0,0411,0,0,07241d9,acc4acc4,c,8
3493,3493,0,07496ca,1,1,1,1,1,0411,0456,0,1,1,0000,00e92ce0,00000000000000000000000000000000,04110411041104120422032203220222,0,"B_IDLE",0,0,0411,0,0,07241d9,acc4acc4,c,8
3494,3494,0,07496ca,1,1,4,1,1,0411,0456,0,1,1,0000,00e92ce0,00000000000000000000000000000000,04110411041104120422032203220222,0,"B_IDLE",0,0,0411,0,0,07241d9,acc4acc4,c,8
3495,3495,0,07496ca,1,1,3,1,1,0411,0456,0,1,1,0000,00e92ce0,00000000000000000000000000000000,04110411041104120422032203220222,0,"B_IDLE",0,0,0411,0,0,07241d9,acc4acc4,c,8
3496,3496,0,07496ca,1,1,3,1,1,0411,0456,0,1,1,0000,00e92ce0,00000000000000000000000000000000,04110411041104120422032203220222,0,"B_IDLE",0,0,0411,0,0,07241d9,acc4acc4,c,8
3497,3497,0,07496ca,1,1,1,1,1,0411,0456,0,1,1,0000,00e92ce0,00000000000000000000000000000000,04110411041104120422032203220222,0,"B_IDLE",0,0,0411,0,0,07241d9,acc4acc4,c,8
3498,3498,0,07496ca,1,1,4,1,1,0411,0456,0,1,1,0000,00e92ce0,00000000000000000000000000000000,04110411041104120422032203220222,0,"B_IDLE",0,0,0411,0,0,07241d9,acc4acc4,c,8
3499,3499,0,07496ca,1,1,3,1,1,0411,0456,0,1,1,0000,00e92ce0,00000000000000000000000000000000,04110411041104120422032203220222,0,"B_IDLE",0,0,0411,0,0,07241d9,acc4acc4,c,8
3500,3500,0,07496ca,1,1,3,1,1,0411,0456,0,1,1,0000,00e92ce0,00000000000000000000000000000000,04110411041104120422032203220222,0,"B_IDLE",0,0,0411,0,0,07241d9,acc4acc4,c,8
3501,3501,0,07496ca,1,1,1,1,1,0411,0456,0,1,1,0000,00e92ce0,00000000000000000000000000000000,04110411041104120422032203220222,0,"B_IDLE",0,0,0411,0,0,07241d9,acc4acc4,c,8
3502,3502,0,07496ca,1,1,4,1,1,0411,0456,0,1,1,0000,00e92ce0,00000000000000000000000000000000,04110411041104120422032203220222,0,"B_IDLE",0,0,0411,0,0,07241d9,acc4acc4,c,8
3503,3503,0,07496ca,1,1,3,1,1,0411,0456,0,1,1,0000,00e92ce0,00000000000000000000000000000000,04110411041104120422032203220222,0,"B_IDLE",0,0,0411,0,0,07241d9,acc4acc4,c,8
3504,3504,0,07496ca,1,1,3,1,1,0411,0456,0,1,1,0000,00e92ce0,00000000000000000000000000000000,04110411041104120422032203220222,0,"B_IDLE",0,0,0411,0,0,07241d9,acc4acc4,c,8
3505,3505,0,07496ca,1,1,1,1,1,0411,0456,0,1,1,0000,00e92ce0,00000000000000000000000000000000,04110411041104120422032203220222,0,"B_IDLE",0,0,0411,0,0,07241d9,acc4acc4,c,8
3506,3506,0,07496ca,1,1,4,1,1,0411,0456,0,1,1,0000,00e92ce0,00000000000000000000000000000000,04110411041104120422032203220222,0,"B_IDLE",0,0,0411,0,0,07241d9,acc4acc4,c,8
3507,3507,0,07496ca,1,1,3,1,1,0411,0456,0,1,1,0000,00e92ce0,00000000000000000000000000000000,04110411041104120422032203220222,0,"B_IDLE",0,0,0411,0,0,07241d9,acc4acc4,c,8
3508,3508,0,07496ca,1,1,3,1,1,0411,0456,0,1,1,0000,00e92ce0,00000000000000000000000000000000,04110411041104120422032203220222,0,"B_IDLE",0,0,0411,0,0,07241d9,acc4acc4,c,8
3509,3509,0,07496ca,1,1,1,1,1,0411,0456,0,1,1,0000,00e92ce0,00000000000000000000000000000000,04110411041104120422032203220222,0,"B_IDLE",0,0,0411,0,0,07241d9,acc4acc4,c,8
3510,3510,0,07496ca,1,1,4,1,1,0411,0456,0,1,1,0000,00e92ce0,00000000000000000000000000000000,04110411041104120422032203220222,0,"B_IDLE",0,0,0411,0,0,07241d9,acc4acc4,c,8
3511,3511,0,07496ca,1,1,3,1,1,0411,0456,0,1,1,0000,00e92ce0,00000000000000000000000000000000,04110411041104120422032203220222,0,"B_IDLE",0,0,0411,0,0,07241d9,acc4acc4,c,8
3512,3512,0,07496ca,1,1,3,1,1,0411,0456,0,1,1,0000,00e92ce0,00000000000000000000000000000000,04110411041104120422032203220222,0,"B_IDLE",0,0,0411,0,0,07241d9,acc4acc4,c,8
3513,3513,0,07496ca,1,1,1,1,1,0411,0456,0,1,1,0000,00e92ce0,00000000000000000000000000000000,04110411041104120422032203220222,0,"B_IDLE",0,0,0411,0,0,07241d9,acc4acc4,c,8
3514,3514,0,07496ca,1,1,4,1,1,0411,0456,0,1,1,0000,00e92ce0,00000000000000000000000000000000,04110411041104120422032203220222,0,"B_IDLE",0,0,0411,0,0,07241d9,acc4acc4,c,8
3515,3515,0,07496ca,1,1,3,1,1,0411,0456,0,1,1,0000,00e92ce0,00000000000000000000000000000000,04110411041104120422032203220222,0,"B_IDLE",0,0,0411,0,0,07241d9,acc4acc4,c,8
3516,3516,0,07496ca,1,1,3,1,1,0411,0456,0,1,1,0000,00e92ce0,00000000000000000000000000000000,04110411041104120422032203220222,0,"B_IDLE",0,0,0411,0,0,07241d9,acc4acc4,c,8
3517,3517,0,07496ca,1,1,1,1,1,0411,0456,0,1,1,0000,00e92ce0,00000000000000000000000000000000,04110411041104120422032203220222,0,"B_IDLE",0,0,0411,0,0,07241d9,acc4acc4,c,8
3518,3518,0,07496ca,1,1,4,1,1,0411,0456,0,1,1,0000,00e92ce0,00000000000000000000000000000000,04110411041104120422032203220222,0,"B_IDLE",0,0,0411,0,0,07241d9,acc4acc4,c,8
3519,3519,0,07496ca,1,1,3,1,1,0411,0456,0,1,1,0000,00e92ce0,00000000000000000000000000000000,04110411041104120422032203220222,0,"B_IDLE",0,0,0411,0,0,07241d9,acc4acc4,c,8
3520,3520,0,07496ca,1,1,3,1,1,0411,0456,0,1,1,0000,00e92ce0,00000000000000000000000000000000,04110411041104120422032203220222,0,"B_IDLE",0,0,0411,0,0,07241d9,acc4acc4,c,8
3521,3521,0,07496ca,1,1,1,1,1,0411,0456,0,1,1,0000,00e92ce0,00000000000000000000000000000000,04110411041104120422032203220222,0,"B_IDLE",0,0,0411,0,0,07241d9,acc4acc4,c,8
3522,3522,0,07496ca,1,1,4,1,1,0411,0456,0,1,1,0000,00e92ce0,00000000000000000000000000000000,04110411041104120422032203220222,0,"B_IDLE",0,0,0411,0,0,07241d9,acc4acc4,c,8
3523,3523,0,07496ca,1,1,3,1,1,0411,0456,0,1,1,0000,00e92ce0,00000000000000000000000000000000,04110411041104120422032203220222,0,"B_IDLE",0,0,0411,0,0,07241d9,acc4acc4,c,8
3524,3524,0,07496ca,1,1,3,1,1,0411,0456,0,1,1,0000,00e92ce0,00000000000000000000000000000000,04110411041104120422032203220222,0,"B_IDLE",0,0,0411,0,0,07241d9,acc4acc4,c,8
3525,3525,0,07496ca,1,1,1,1,1,0411,0456,0,1,1,0000,00e92ce0,00000000000000000000000000000000,04110411041104120422032203220222,0,"B_IDLE",0,0,0411,0,0,07241d9,acc4acc4,c,8
3526,3526,0,07496ca,1,1,4,1,1,0411,0456,0,1,1,0000,00e92ce0,00000000000000000000000000000000,04110411041104120422032203220222,0,"B_IDLE",0,0,0411,0,0,07241d9,acc4acc4,c,8
3527,3527,0,07496ca,1,1,3,1,1,0411,0456,0,1,1,0000,00e92ce0,00000000000000000000000000000000,04110411041104120422032203220222,0,"B_IDLE",0,0,0411,0,0,07241d9,acc4acc4,c,8
3528,3528,0,07496ca,1,1,3,1,1,0411,0456,0,1,1,0000,00e92ce0,00000000000000000000000000000000,04110411041104120422032203220222,0,"B_IDLE",0,0,0411,0,0,07241d9,acc4acc4,c,8
3529,3529,0,07496ca,1,1,1,1,1,0411,0456,0,1,1,0000,00e92ce0,00000000000000000000000000000000,04110411041104120422032203220222,0,"B_IDLE",0,0,0411,0,0,07241d9,acc4acc4,c,8
3530,3530,0,07496ca,1,1,4,1,1,0411,0456,0,1,1,0000,00e92ce0,00000000000000000000000000000000,04110411041104120422032203220222,0,"B_IDLE",0,0,0411,0,0,07241d9,acc4acc4,c,8
3531,3531,0,07496ca,1,1,3,1,1,0411,0456,0,1,1,0000,00e92ce0,00000000000000000000000000000000,04110411041104120422032203220222,0,"B_IDLE",0,0,0411,0,0,07241d9,acc4acc4,c,8
3532,3532,0,07496ca,1,1,3,1,1,0411,0456,0,1,1,0000,00e92ce0,00000000000000000000000000000000,04110411041104120422032203220222,0,"B_IDLE",0,0,0411,0,0,07241d9,acc4acc4,c,8
3533,3533,0,07496ca,1,1,1,1,1,0411,0456,0,1,1,0000,00e92ce0,00000000000000000000000000000000,04110411041104120422032203220222,0,"B_IDLE",0,0,0411,0,0,07241d9,acc4acc4,c,8
3534,3534,0,07496ca,1,1,4,1,1,0411,0456,0,1,1,0000,00e92ce0,00000000000000000000000000000000,04110411041104120422032203220222,0,"B_IDLE",0,0,0411,0,0,07241d9,acc4acc4,c,8
3535,3535,0,07496ca,1,1,3,1,1,0411,0456,0,1,1,0000,00e92ce0,00000000000000000000000000000000,04110411041104120422032203220222,0,"B_IDLE",0,0,0411,0,0,07241d9,acc4acc4,c,8
3536,3536,0,07496ca,1,1,3,1,1,0411,0456,0,1,1,0000,00e92ce0,00000000000000000000000000000000,04110411041104120422032203220222,0,"B_IDLE",0,0,0411,0,0,07241d9,acc4acc4,c,8
3537,3537,0,07496ca,1,1,1,1,1,0411,0456,0,1,1,0000,00e92ce0,00000000000000000000000000000000,04110411041104120422032203220222,0,"B_IDLE",0,0,0411,0,0,07241d9,acc4acc4,c,8
3538,3538,0,07496ca,1,1,4,1,1,0411,0456,0,1,1,0000,00e92ce0,00000000000000000000000000000000,04110411041104120422032203220222,0,"B_IDLE",0,0,0411,0,0,07241d9,acc4acc4,c,8
3539,3539,0,07496ca,1,1,3,1,1,0411,0456,0,1,1,0000,00e92ce0,00000000000000000000000000000000,04110411041104120422032203220222,0,"B_IDLE",0,0,0411,0,0,07241d9,acc4acc4,c,8
3540,3540,0,07496ca,1,1,3,1,1,0411,0456,0,1,1,0000,00e92ce0,00000000000000000000000000000000,04110411041104120422032203220222,0,"B_IDLE",0,0,0411,0,0,07241d9,acc4acc4,c,8
3541,3541,0,07496ca,1,1,1,1,1,0411,0456,0,1,1,0000,00e92ce0,00000000000000000000000000000000,04110411041104120422032203220222,0,"B_IDLE",0,0,0411,0,0,07241d9,acc4acc4,c,8
3542,3542,0,07496ca,1,1,4,1,1,0411,0456,0,1,1,0000,00e92ce0,00000000000000000000000000000000,04110411041104120422032203220222,0,"B_IDLE",0,0,0411,0,0,07241d9,acc4acc4,c,8
3543,3543,0,001cb33,3,1,3,0,0,0456,0456,0,1,1,0000,00e92ce0,00000000000000000000000000000000,04110411041104120422032203220222,0,"B_IDLE",0,0,0411,0,0,07241d9,acc4acc4,c,8
3544,3544,0,001cb33,3,1,3,0,0,0456,0455,0,1,1,0000,00e92ce0,00000000000000000000000000000000,04110411041104120422032203220222,0,"B_IDLE",0,0,0411,0,0,07241d9,acc4acc4,c,8
3545,3545,0,001cb33,3,1,1,0,0,0456,0455,0,1,1,0000,00e92ce0,00000000000000000000000000000000,04110411041104120422032203220222,0,"B_IDLE",0,0,0411,0,0,07241d9,acc4acc4,c,8
3546,3546,0,001cb33,3,1,0,0,0,0456,0455,0,1,1,0000,00e92ce0,00000000000000000000000000000000,04110411041104120422032203220222,0,"B_IDLE",0,0,0411,0,0,07241d9,acc4acc4,c,8
3547,3547,0,001cb33,3,1,0,0,0,0456,0455,0,1,1,0000,00e92ce0,00000000000000000000000000000000,04110411041104120422032203220222,0,"B_IDLE",0,0,0411,0,0,07241d9,acc4acc4,c,8
3548,3548,0,001cb33,3,1,0,0,0,0456,0455,0,1,1,0000,00e92ce0,00000000000000000000000000000000,04110411041104120422032203220222,0,"B_IDLE",0,0,0411,0,0,07241d9,acc4acc4,c,8
3549,3549,0,001cb33,3,1,0,0,0,0456,0455,0,1,1,0000,00e92ce0,00000000000000000000000000000000,04110411041104120422032203220222,0,"B_IDLE",0,0,0411,0,0,07241d9,acc4acc4,c,8
3550,3550,0,001cb33,3,1,0,0,0,0456,0455,0,1,1,0000,00e92ce0,00000000000000000000000000000000,04110411041104120422032203220222,0,"B_IDLE",0,0,0411,0,0,07241d9,acc4acc4,c,8
3551,3551,0,001cb33,3,1,0,0,0,0456,0455,0,1,1,0000,00e92ce0,00000000000000000000000000000000,04110411041104120422032203220222,0,"B_IDLE",0,0,0411,0,0,07241d9,acc4acc4,c,8
3552,3552,0,001cb33,3,1,0,0,0,0456,0455,0,1,1,0000,00e92ce0,00000000000000000000000000000000,04110411041104120422032203220222,0,"B_IDLE",0,0,0411,0,0,07241d9,acc4acc4,c,8
3553,3553,0,001cb33,3,1,0,0,0,0456,0455,0,1,1,0000,00e92ce0,00000000000000000000000000000000,04110411041104120422032203220222,0,"B_IDLE",0,0,0411,0,0,07241d9,acc4acc4,c,8
3554,3554,0,001cb33,3,1,0,0,0,0456,0455,0,1,1,0000,00e92ce0,00000000000000000000000000000000,04110411041104120422032203220222,0,"B_IDLE",0,0,0411,0,0,07241d9,acc4acc4,c,8
3555,3555,0,001cb33,3,1,0,0,0,0456,0455,0,1,1,0000,00e92ce0,00000000000000000000000000000000,04110411041104120422032203220222,0,"B_IDLE",0,0,0411,0,0,07241d9,acc4acc4,c,8
3556,3556,0,001cb33,3,1,0,0,0,0456,0455,0,1,1,0000,00e92ce0,00000000000000000000000000000000,04110411041104120422032203220222,0,"B_IDLE",0,0,0411,0,0,07241d9,acc4acc4,c,8
